iter	Passed	Remaining
438	45424	161521
439	45524	161403
440	45656	161403
441	45747	161255
442	45854	161163
443	45956	161055
444	46048	160912
445	46156	160823
446	46256	160706
447	46347	160560
448	46457	160479
449	46554	160355
450	46645	160207
451	46753	160122
452	46844	159973
453	46941	159849
454	47040	159731
455	47145	159634
456	47234	159479
457	47330	159352
458	47417	159194
459	47504	159035
460	47604	158922
461	47701	158797
462	47786	158635
463	47895	158550
464	47988	158412
465	48083	158284
466	48182	158166
467	48275	158029
468	48365	157884
469	48462	157761
470	48552	157613
471	48648	157489
472	48761	157417
473	48854	157281
474	48945	157142
475	49039	157010
476	49141	156903
477	49235	156769
478	49330	156642
479	49416	156486
480	49513	156364
481	49612	156249
482	49713	156138
483	49818	156044
484	49911	155910
485	50007	155785
486	50108	155674
487	50210	155569
488	50317	155479
489	50427	155397
490	50540	155326
491	50640	155214
492	50763	155173
493	50867	155072
494	50971	154973
495	51067	154848
496	51157	154706
497	51257	154595
498	51351	154465
499	51439	154319
500	51533	154189
501	51627	154058
502	51719	153924
503	51829	153843
504	51920	153705
505	52017	153585
506	52126	153501
507	52225	153385
508	52322	153265
509	52409	153116
510	52507	153002
511	52603	152878
512	52705	152774
513	52806	152667
514	52904	152548
515	53001	152429
516	53089	152285
517	53176	152139
518	53282	152044
519	53372	151906
520	53471	151793
521	53573	151689
522	53665	151556
523	53779	151485
524	53877	151370
525	53969	151238
526	54068	151124
527	54166	151008
528	54284	150949
529	54375	150814
530	54465	150678
531	54556	150543
532	54647	150408
533	54764	150347
534	54864	150235
535	54959	150112
536	55048	149974
537	55145	149856
538	55235	149720
539	55332	149601
540	55422	149466
541	55512	149330
542	55609	149213
543	55705	149094
544	55811	149001
545	55903	148872
546	55998	148750
547	56107	148663
548	56224	148601
549	56348	148555
550	56435	148411
551	56523	148271
552	56622	148160
553	56712	148025
554	56829	147962
555	56929	147852
556	57027	147739
557	57128	147634
558	57229	147526
559	57340	147447
560	57447	147357
561	57560	147280
562	57661	147173
563	57771	147090
564	57885	147019
565	57975	146885
566	58079	146787
567	58170	146656
568	58275	146558
569	58378	146458
570	58480	146354
571	58589	146268
572	58726	146253
573	58832	146159
574	58931	146047
575	59022	145916
576	59121	145805
577	59222	145699
578	59325	145599
579	59424	145487
580	59518	145364
581	59618	145255
582	59698	145097
583	59795	144983
584	59904	144896
585	59999	144776
586	60099	144669
587	60202	144568
588	60308	144473
589	60403	144353
590	60500	144240
591	60599	144128
592	60714	144055
593	60817	143955
594	60922	143858
595	61021	143748
596	61120	143639
597	61225	143541
598	61356	143506
599	61476	143445
600	61592	143374
601	61703	143292
602	61801	143177
603	61900	143069
604	62019	143003
605	62135	142931
606	62233	142818
607	62357	142766
608	62484	142719
609	62588	142619
610	62703	142544
611	62820	142476
612	62933	142395
613	63043	142310
614	63146	142208
615	63246	142100
616	63344	141986
617	63447	141884
618	63551	141784
619	63641	141654
620	63728	141516
621	63837	141426
622	63934	141311
623	64044	141226
624	64142	141112
625	64259	141041
626	64347	140908
627	64451	140807
628	64544	140685
629	64638	140563
630	64740	140458
631	64831	140332
632	64923	140206
633	65031	140114
634	65113	139968
635	65211	139857
636	65316	139758
637	65426	139671
638	65521	139554
639	65615	139433
640	65717	139329
641	65805	139196
642	65901	139079
643	66030	139033
644	66132	138930
645	66251	138861
646	66346	138744
647	66448	138638
648	66545	138526
649	66642	138411
650	66729	138276
651	66817	138144
652	66921	138044
653	67016	137927
654	67140	137868
655	67239	137759
656	67341	137654
657	67448	137562
658	67559	137476
659	67655	137361
660	67751	137246
661	67853	137142
662	67941	137010
663	68035	136891
664	68152	136817
665	68239	136683
666	68335	136569
667	68443	136476
668	68535	136354
669	68635	136247
670	68732	136132
671	68829	136020
672	68925	135904
673	69018	135783
674	69115	135671
675	69215	135564
676	69325	135476
677	69424	135366
678	69527	135266
679	69648	135200
680	69744	135085
681	69829	134948
682	69926	134835
683	70020	134717
684	70139	134648
685	70235	134531
686	70335	134425
687	70429	134306
688	70519	134181
689	70619	134075
690	70714	133957
691	70801	133827
692	70893	133705
693	71004	133619
694	71097	133500
695	71218	133433
696	71308	133306
697	71406	133195
698	71497	133072
699	71590	132953
700	71692	132851
701	71795	132749
702	71880	132616
703	71971	132492
704	72070	132385
705	72186	132308
706	72289	132207
707	72381	132085
708	72476	131970
709	72567	131847
710	72669	131746
711	72764	131630
712	72855	131508
713	72948	131388
714	73040	131269
715	73149	131178
716	73266	131103
717	73371	131005
718	73469	130895
719	73555	130766
720	73661	130669
721	73756	130555
722	73848	130434
723	73955	130342
724	74051	130229
725	74143	130108
726	74261	130033
727	74362	129929
728	74463	129825
729	74556	129708
730	74664	129615
731	74759	129501
732	74853	129385
733	74942	129259
734	75034	129140
735	75121	129012
736	75227	128917
737	75339	128833
738	75420	128694
739	75511	128573
740	75619	128480
741	75730	128395
742	75827	128284
743	75930	128184
744	76034	128085
745	76128	127968
746	76227	127862
747	76353	127799
748	76456	127699
749	76544	127574
750	76634	127452
751	76730	127339
752	76824	127224
753	76927	127125
754	77026	127017
755	77116	126896
756	77215	126787
757	77320	126691
758	77403	126558
759	77506	126458
760	77597	126338
761	77688	126218
762	77796	126125
763	77892	126015
764	77982	125894
765	78091	125802
766	78186	125689
767	78269	125557
768	78383	125474
769	78477	125359
770	78585	125268
771	78680	125154
772	78772	125037
773	78866	124922
774	78957	124803
775	79060	124703
776	79149	124581
777	79232	124450
778	79362	124392
779	79457	124279
780	79543	124153
781	79694	124127
782	79785	124008
783	79889	123910
784	79977	123786
785	80077	123681
786	80164	123557
787	80265	123453
788	80381	123374
789	80480	123267
790	80573	123151
791	80666	123036
792	80768	122934
793	80861	122820
794	80955	122705
795	81047	122590
796	81148	122486
797	81247	122380
798	81333	122254
799	81434	122151
800	81526	122035
801	81618	121919
802	81711	121803
803	81808	121695
804	81920	121608
805	82024	121509
806	82126	121409
807	82224	121301
808	82323	121196
809	82459	121143
810	82551	121028
811	82647	120918
812	82773	120851
813	82891	120772
814	82993	120671
815	83101	120578
816	83193	120463
817	83320	120397
818	83433	120311
819	83563	120249
820	83681	120170
821	83780	120064
822	83873	119950
823	83984	119860
824	84097	119774
825	84192	119663
826	84295	119563
827	84415	119486
828	84558	119442
829	84675	119362
830	84774	119254
831	84881	119160
832	85003	119085
833	85113	118995
834	85230	118914
835	85335	118816
836	85457	118741
837	85591	118684
838	85699	118590
839	85818	118510
840	85940	118436
841	86055	118351
842	86175	118273
843	86286	118183
844	86398	118095
845	86533	118037
846	86635	117934
847	86721	117810
848	86815	117696
849	86912	117587
850	87010	117479
851	87108	117371
852	87213	117272
853	87342	117206
854	87434	117090
855	87563	117024
856	87664	116919
857	87751	116797
858	87844	116683
859	87933	116562
860	88034	116458
861	88135	116354
862	88219	116229
863	88308	116109
864	88407	116002
865	88491	115877
866	88595	115777
867	88696	115673
868	88780	115548
869	88858	115413
870	88946	115293
871	89049	115191
872	89163	115105
873	89263	115001
874	89354	114884
875	89447	114771
876	89551	114671
877	89664	114582
878	89757	114468
879	89843	114346
880	89937	114234
881	90023	114111
882	90116	113997
883	90210	113885
884	90311	113782
885	90403	113667
886	90496	113554
887	90594	113447
888	90707	113359
889	90803	113248
890	90894	113133
891	90986	113019
892	91085	112913
893	91196	112823
894	91290	112710
895	91387	112602
896	91478	112487
897	91577	112381
898	91691	112293
899	91795	112194
900	91897	112092
901	91989	111977
902	92082	111865
903	92195	111777
904	92289	111664
905	92378	111547
906	92472	111435
907	92562	111320
908	92660	111213
909	92774	111125
910	92868	111014
911	92967	110908
912	93077	110816
913	93180	110715
914	93279	110610
915	93375	110500
916	93478	110400
917	93566	110282
918	93671	110183
919	93783	110093
920	93886	109993
921	93985	109888
922	94081	109778
923	94192	109686
924	94296	109587
925	94399	109487
926	94497	109380
927	94614	109296
928	94754	109237
929	94844	109121
930	94933	109005
931	95022	108888
932	95117	108779
933	95224	108681
934	95353	108610
935	95437	108488
936	95529	108375
937	95623	108264
938	95722	108158
939	95885	108125
940	96000	108038
941	96092	107925
942	96198	107827
943	96329	107758
944	96442	107669
945	96546	107568
946	96653	107472
947	96750	107364
948	96888	107301
949	96985	107194
950	97108	107115
951	97225	107029
952	97341	106943
953	97452	106849
954	97558	106752
955	97658	106648
956	97764	106549
957	97919	106504
958	98019	106400
959	98111	106287
960	98213	106184
961	98318	106085
962	98432	105996
963	98522	105880
964	98608	105761
965	98702	105650
966	98789	105532
967	98897	105436
968	98998	105332
969	99093	105222
970	99177	105101
971	99271	104990
972	99371	104886
973	99469	104780
974	99586	104693
975	99694	104597
976	99780	104478
977	99863	104356
978	99984	104274
979	100082	104167
980	100183	104064
981	100284	103960
982	100380	103852
983	100477	103745
984	100564	103627
985	100646	103504
986	100739	103393
987	100838	103287
988	100967	103213
989	101067	103109
990	101159	102996
991	101249	102882
992	101353	102781
993	101451	102676
994	101546	102566
995	101645	102462
996	101750	102362
997	101842	102251
998	101936	102141
999	102055	102055
1000	102142	101938
1001	102235	101827
1002	102332	101720
1003	102431	101614
1004	102521	101500
1005	102616	101392
1006	102725	101297
1007	102829	101196
1008	103003	101165
1009	103093	101052
1010	103190	100944
1011	103290	100840
1012	103391	100737
1013	103503	100645
1014	103598	100536
1015	103690	100424
1016	103778	100309
1017	103873	100200
1018	103960	100084
1019	104084	100003
1020	104191	99905
1021	104291	99801
1022	104393	99699
1023	104498	99600
1024	104587	99485
1025	104699	99393
1026	104794	99284
1027	104896	99182
1028	104996	99078
1029	105123	98999
1030	105222	98894
1031	105335	98802
1032	105436	98699
1033	105531	98591
1034	105627	98483
1035	105722	98375
1036	105819	98268
1037	105923	98167
1038	106023	98063
1039	106180	98012
1040	106278	97906
1041	106370	97795
1042	106478	97698
1043	106605	97619
1044	106717	97526
1045	106833	97436
1046	106946	97344
1047	107043	97237
1048	107187	97174
1049	107290	97071
1050	107390	96968
1051	107479	96854
1052	107586	96755
1053	107690	96655
1054	107783	96545
1055	107876	96434
1056	107966	96322
1057	108057	96210
1058	108166	96114
1059	108261	96005
1060	108351	95892
1061	108447	95785
1062	108543	95677
1063	108636	95567
1064	108732	95460
1065	108825	95349
1066	108916	95238
1067	109017	95135
1068	109116	95030
1069	109240	94947
1070	109336	94839
1071	109426	94727
1072	109530	94626
1073	109618	94513
1074	109713	94404
1075	109814	94301
1076	109911	94195
1077	110022	94100
1078	110122	93996
1079	110229	93899
1080	110335	93800
1081	110432	93693
1082	110526	93584
1083	110616	93473
1084	110710	93363
1085	110801	93252
1086	110887	93137
1087	110973	93022
1088	111064	92910
1089	111162	92805
1090	111278	92715
1091	111366	92601
1092	111454	92487
1093	111551	92382
1094	111643	92271
1095	111741	92166
1096	111827	92051
1097	111913	91935
1098	112004	91825
1099	112114	91730
1100	112216	91628
1101	112341	91544
1102	112431	91433
1103	112510	91312
1104	112600	91201
1105	112693	91091
1106	112802	90996
1107	112909	90898
1108	113015	90799
1109	113113	90694
1110	113210	90588
1111	113318	90491
1112	113427	90395
1113	113519	90285
1114	113616	90180
1115	113703	90066
1116	113817	89973
1117	113925	89877
1118	114025	89773
1119	114122	89667
1120	114225	89566
1121	114347	89480
1122	114442	89373
1123	114547	89273
1124	114646	89169
1125	114738	89059
1126	114839	88957
1127	114937	88852
1128	115037	88749
1129	115150	88655
1130	115249	88551
1131	115379	88471
1132	115485	88372
1133	115576	88262
1134	115679	88160
1135	115775	88054
1136	115881	87955
1137	115981	87852
1138	116072	87742
1139	116172	87638
1140	116256	87523
1141	116348	87413
1142	116486	87339
1143	116567	87221
1144	116661	87113
1145	116752	87004
1146	116833	86886
1147	116937	86786
1148	117032	86679
1149	117119	86566
1150	117219	86463
1151	117316	86358
1152	117406	86247
1153	117538	86167
1154	117643	86067
1155	117724	85950
1156	117832	85853
1157	117920	85741
1158	118015	85634
1159	118117	85533
1160	118213	85427
1161	118309	85321
1162	118415	85222
1163	118546	85141
1164	118631	85027
1165	118720	84916
1166	118821	84814
1167	118920	84710
1168	119033	84616
1169	119123	84506
1170	119232	84409
1171	119322	84299
1172	119407	84186
1173	119526	84095
1174	119640	84002
1175	119740	83899
1176	119840	83796
1177	119926	83683
1178	120038	83588
1179	120155	83497
1180	120258	83396
1181	120347	83286
1182	120434	83173
1183	120553	83083
1184	120638	82970
1185	120732	82863
1186	120829	82758
1187	120944	82665
1188	121051	82567
1189	121139	82455
1190	121237	82352
1191	121321	82238
1192	121415	82131
1193	121505	82021
1194	121643	81944
1195	121739	81838
1196	121840	81735
1197	121947	81637
1198	122044	81532
1199	122146	81430
1200	122229	81316
1201	122316	81204
1202	122411	81098
1203	122510	80995
1204	122643	80913
1205	122745	80812
1206	122839	80705
1207	122940	80603
1208	123033	80495
1209	123135	80394
1210	123231	80288
1211	123321	80179
1212	123417	80073
1213	123510	79966
1214	123605	79860
1215	123731	79774
1216	123825	79667
1217	123920	79561
1218	124013	79453
1219	124112	79350
1220	124216	79250
1221	124311	79144
1222	124411	79041
1223	124512	78939
1224	124616	78838
1225	124719	78738
1226	124830	78641
1227	124925	78535
1228	125009	78423
1229	125105	78318
1230	125213	78220
1231	125316	78119
1232	125415	78015
1233	125513	77911
1234	125604	77803
1235	125765	77738
1236	125860	77632
1237	125953	77525
1238	126054	77423
1239	126151	77318
1240	126252	77216
1241	126354	77114
1242	126456	77013
1243	126545	76904
1244	126638	76796
1245	126731	76690
1246	126868	76609
1247	126963	76503
1248	127052	76394
1249	127160	76296
1250	127261	76194
1251	127351	76085
1252	127463	75990
1253	127552	75880
1254	127657	75780
1255	127756	75677
1256	127897	75598
1257	128001	75498
1258	128088	75387
1259	128184	75282
1260	128276	75175
1261	128366	75067
1262	128463	74962
1263	128556	74855
1264	128640	74743
1265	128728	74633
1266	128845	74541
1267	128953	74443
1268	129041	74333
1269	129142	74231
1270	129230	74121
1271	129319	74012
1272	129428	73915
1273	129510	73802
1274	129591	73689
1275	129678	73579
1276	129767	73470
1277	129885	73378
1278	129980	73272
1279	130062	73160
1280	130154	73053
1281	130239	72942
1282	130333	72836
1283	130436	72735
1284	130535	72632
1285	130650	72538
1286	130770	72446
1287	130923	72374
1288	131015	72266
1289	131108	72160
1290	131211	72059
1291	131310	71956
1292	131421	71859
1293	131520	71756
1294	131623	71655
1295	131721	71552
1296	131820	71449
1297	131957	71366
1298	132071	71271
1299	132159	71162
1300	132252	71056
1301	132337	70946
1302	132425	70837
1303	132520	70731
1304	132628	70633
1305	132725	70529
1306	132832	70430
1307	132935	70329
1308	133067	70243
1309	133156	70135
1310	133264	70037
1311	133362	69933
1312	133475	69838
1313	133579	69737
1314	133666	69628
1315	133761	69523
1316	133873	69426
1317	133965	69320
1318	134092	69232
1319	134193	69130
1320	134298	69029
1321	134395	68925
1322	134500	68825
1323	134593	68720
1324	134695	68618
1325	134790	68513
1326	134882	68407
1327	134983	68305
1328	135142	68232
1329	135226	68121
1330	135330	68021
1331	135426	67916
1332	135516	67809
1333	135610	67703
1334	135713	67602
1335	135815	67501
1336	135910	67396
1337	135999	67288
1338	136122	67197
1339	136213	67090
1340	136307	66985
1341	136396	66877
1342	136486	66769
1343	136596	66672
1344	136697	66569
1345	136796	66467
1346	136884	66358
1347	136979	66254
1348	137149	66185
1349	137247	66082
1350	137346	65978
1351	137451	65879
1352	137558	65779
1353	137661	65679
1354	137756	65574
1355	137856	65471
1356	137955	65368
1357	138050	65264
1358	138183	65176
1359	138276	65071
1360	138376	64969
1361	138480	64868
1362	138581	64766
1363	138680	64663
1364	138763	64553
1365	138856	64447
1366	138953	64343
1367	139044	64236
1368	139144	64134
1369	139281	64049
1370	139378	63945
1371	139464	63836
1372	139563	63733
1373	139671	63634
1374	139766	63530
1375	139853	63422
1376	139967	63325
1377	140060	63220
1378	140172	63123
1379	140318	63041
1380	140416	62938
1381	140523	62838
1382	140633	62741
1383	140760	62650
1384	140875	62554
1385	140979	62453
1386	141066	62345
1387	141173	62246
1388	141301	62156
1389	141400	62053
1390	141493	61947
1391	141596	61846
1392	141698	61745
1393	141798	61642
1394	141892	61537
1395	141982	61430
1396	142070	61323
1397	142165	61218
1398	142267	61117
1399	142425	61039
1400	142518	60933
1401	142605	60826
1402	142703	60722
1403	142804	60620
1404	142904	60518
1405	143002	60415
1406	143092	60308
1407	143185	60203
1408	143279	60098
1409	143414	60010
1410	143510	59906
1411	143599	59799
1412	143702	59697
1413	143791	59591
1414	143898	59491
1415	143997	59388
1416	144095	59285
1417	144193	59182
1418	144299	59082
1419	144440	58996
1420	144532	58891
1421	144639	58791
1422	144761	58697
1423	144868	58598
1424	144989	58504
1425	145092	58403
1426	145183	58297
1427	145283	58194
1428	145384	58092
1429	145508	57999
1430	145603	57895
1431	145705	57793
1432	145788	57684
1433	145899	57586
1434	145997	57483
1435	146104	57383
1436	146217	57286
1437	146303	57178
1438	146403	57076
1439	146530	56984
1440	146655	56891
1441	146781	56798
1442	146906	56706
1443	147026	56611
1444	147120	56506
1445	147215	56402
1446	147305	56295
1447	147397	56190
1448	147492	56085
1449	147629	55997
1450	147721	55891
1451	147805	55783
1452	147892	55676
1453	148003	55577
1454	148094	55471
1455	148185	55365
1456	148288	55264
1457	148423	55175
1458	148527	55074
1459	148671	54988
1460	148794	54894
1461	148891	54790
1462	149000	54691
1463	149111	54592
1464	149213	54490
1465	149311	54387
1466	149408	54284
1467	149504	54180
1468	149618	54082
1469	149715	53979
1470	149805	53872
1471	149910	53772
1472	150005	53667
1473	150105	53565
1474	150202	53461
1475	150303	53359
1476	150390	53252
1477	150486	53148
1478	150583	53045
1479	150759	52969
1480	150865	52868
1481	150963	52765
1482	151065	52664
1483	151179	52566
1484	151265	52459
1485	151355	52353
1486	151446	52247
1487	151548	52145
1488	151644	52041
1489	151782	51952
1490	151869	51845
1491	151963	51740
1492	152056	51635
1493	152158	51534
1494	152256	51431
1495	152347	51325
1496	152445	51222
1497	152550	51121
1498	152637	51014
1499	152761	50920
1500	152859	50817
1501	152956	50714
1502	153044	50607
1503	153153	50507
1504	153252	50405
1505	153334	50296
1506	153434	50194
1507	153520	50087
1508	153604	49979
1509	153698	49875
1510	153812	49777
1511	153899	49671
1512	153988	49565
1513	154075	49458
1514	154170	49354
1515	154267	49251
1516	154376	49152
1517	154463	49045
1518	154553	48940
1519	154652	48837
1520	154742	48732
1521	154854	48633
1522	154947	48529
1523	155043	48425
1524	155144	48323
1525	155264	48227
1526	155381	48130
1527	155472	48025
1528	155565	47921
1529	155661	47817
1530	155763	47716
1531	155899	47624
1532	156023	47529
1533	156107	47422
1534	156213	47321
1535	156320	47221
1536	156418	47118
1537	156513	47015
1538	156617	46914
1539	156708	46809
1540	156811	46707
1541	156941	46614
1542	157035	46510
1543	157128	46405
1544	157226	46303
1545	157325	46200
1546	157445	46103
1547	157546	46001
1548	157641	45898
1549	157737	45794
1550	157840	45693
1551	157994	45606
1552	158104	45507
1553	158215	45407
1554	158300	45301
1555	158393	45197
1556	158498	45096
1557	158597	44993
1558	158687	44888
1559	158798	44789
1560	158896	44686
1561	159049	44598
1562	159151	44497
1563	159263	44398
1564	159374	44299
1565	159483	44199
1566	159596	44100
1567	159696	43998
1568	159779	43890
1569	159869	43785
1570	159961	43681
1571	160098	43589
1572	160215	43491
1573	160326	43392
1574	160435	43292
1575	160537	43190
1576	160638	43088
1577	160740	42986
1578	160844	42885
1579	160935	42780
1580	161044	42680
1581	161188	42589
1582	161287	42486
1583	161395	42386
1584	161499	42285
1585	161608	42185
1586	161707	42082
1587	161812	41981
1588	161907	41877
1589	162008	41775
1590	162109	41673
1591	162264	41585
1592	162376	41486
1593	162479	41384
1594	162582	41282
1595	162683	41180
1596	162780	41077
1597	162871	40972
1598	162964	40868
1599	163082	40770
1600	163211	40675
1601	163313	40573
1602	163400	40467
1603	163485	40361
1604	163575	40256
1605	163663	40151
1606	163769	40050
1607	163866	39947
1608	163973	39846
1609	164088	39748
1610	164199	39648
1611	164365	39561
1612	164484	39463
1613	164577	39359
1614	164671	39255
1615	164773	39154
1616	164865	39049
1617	164959	38945
1618	165055	38842
1619	165146	38738
1620	165237	38633
1621	165383	38541
1622	165502	38443
1623	165626	38346
1624	165730	38245
1625	165827	38142
1626	165937	38042
1627	166037	37939
1628	166134	37836
1629	166228	37732
1630	166356	37636
1631	166471	37537
1632	166557	37431
1633	166643	37326
1634	166740	37223
1635	166852	37123
1636	166964	37023
1637	167068	36922
1638	167157	36817
1639	167264	36716
1640	167411	36624
1641	167521	36524
1642	167605	36418
1643	167685	36311
1644	167783	36208
1645	167883	36106
1646	167995	36006
1647	168116	35908
1648	168218	35806
1649	168324	35705
1650	168444	35607
1651	168552	35506
1652	168652	35403
1653	168756	35302
1654	168860	35200
1655	168970	35100
1656	169068	34997
1657	169166	34894
1658	169261	34790
1659	169361	34688
1660	169483	34590
1661	169586	34488
1662	169674	34383
1663	169773	34281
