iter	RMSE
205	1.7684358820206	1.7678610020207	1.7609079620208	1.7475772820209	1.7462498821210	1.7397658321211	1.7391992321212	1.7374170221213	1.7308694821214	1.7267668121215	1.7199522021216	1.7106399521217	1.7103450721218	1.6997413321219	1.6994666822220	1.6988981322221	1.6969208922222	1.6855731122223	1.6853061522224	1.6848932422225	1.6846166226226	1.6840689227227	1.6838087228228	1.6835626229229	1.6831152230230	1.6827415231231	1.6825147232232	1.6822992233233	1.6767983234234	1.6712532235235	1.6652451236236	1.6592826237237	1.6585647238238	1.6565487239239	1.6485165240240	1.6434817241241	1.6387182242242	1.6383007243243	1.6379775244244	1.632097924245	1.6281812324246	1.626444222247	1.6261576412248	1.6259337762249	1.6216595022250	1.61604262
251	1.615626889
252	1.615358341
253	1.609796516
254	1.609645305
255	1.60938524
256	1.604184211
257	1.603928892
258	1.603665235
259	1.598660481
260	1.590232561
261	1.590000952
262	1.589775835
263	1.589565739
264	1.581746309
265	1.581624678
266	1.580081399
267	1.579861977
268	1.579782545
269	1.57863536
270	1.574835836
271	1.570051129
272	1.569883959
273	1.569679443
274	1.569384521
275	1.568990115
276	1.564329476
277	1.564248553
278	1.564081231
279	1.562294518
280	1.562210129
281	1.562094557
282	1.55845539
283	1.558235117
284	1.558156149
285	1.558087441
286	1.553011188
287	1.551783642
288	1.551710325
289	1.551567693
290	1.551427644
291	1.551355569
292	1.55130757
293	1.545878783
294	1.545780547
295	1.545730795
296	1.544123105
297	1.542847187
298	1.542744564
299	1.537880971
300	1.537819295
301	1.5377645223302	1.5376598943303	1.5359510130304	1.5359088830305	1.5297127306306	1.5296320307307	1.523802330308	1.5191993930309	1.5186702631310	1.5186424531311	1.5174843631312	1.517361283313	1.5172541183314	1.5111470583315	1.4975855413316	1.4975303563317	1.49692132
318	1.496867497
319	1.496817669
320	1.496736358
321	1.496666543
322	1.492390039
323	1.492353067
324	1.479518701
325	1.479388664
326	1.479339898
327	1.479309614
328	1.474928494
329	1.474787789
330	1.474756584
331	1.469255565
332	1.4656684763333	1.4655337963334	1.465448
335	1.465371113
336	1.461228915
337	1.460018511
338	1.459969097
339	1.456762836
340	1.45256819
341	1.452495327
342	1.452468518
343	1.45239792
344	1.452279492
345	1.451245508
346	1.451223386
347	1.450259692
348	1.45020599
349	1.446027526
350	1.445992408
351	1.439885334
352	1.438853303
353	1.437408625
354	1.437379241
355	1.43730994
356	1.437200376
357	1.433771574
358	1.429458955
359	1.429337901
360	1.42811205
361	1.428087732
362	1.426748687
363	1.426629499
036
