iter	RMSE
547	3.629956651
548	3.629841942
549	3.629627611
550	3.629527922
551	3.629443277
552	3.629313406
553	3.629205468
554	3.629090928
555	3.629011396
556	3.628877626
557	3.628784651
558	3.628704556
559	3.628544055
560	3.628442582
561	3.628363461
562	3.628292693
563	3.628208648
564	3.628076263
565	3.628013761
566	3.627928141
567	3.627867993
568	3.62766954
569	3.627541921
570	3.627336867
571	3.627275041
572	3.62713511
573	3.627022061
574	3.626973683
575	3.626916284
576	3.626831019
577	3.626724813
578	3.626674218
579	3.626549414
580	3.626462697
581	3.626266591
582	3.626194867
583	3.62605047
584	3.625890219
585	3.625712445
586	3.625567787
587	3.625392497
588	3.625258327
589	3.625120168
590	3.625014111
591	3.624869723
592	3.624762226
593	3.624608017
594	3.624471786
595	3.624334932
596	3.624293259
597	3.624144288
598	3.62399841
599	3.623852016
600	3.623744238
601	3.623610427
602	3.623540822
603	3.62343835
604	3.623258514
605	3.623137951
606	3.623084816
607	3.622966543
608	3.622895509
609	3.622790329
610	3.622700148
611	3.622564121
612	3.622461903
613	3.622352543
614	3.622212453
615	3.622130698
616	3.622021656
617	3.621891815
618	3.621788282
619	3.621712861
620	3.621649779
621	3.621453002
622	3.621302009
623	3.621201885
624	3.621115698
625	3.620960962
626	3.620877488
627	3.620810754
628	3.620727314
629	3.620681782
630	3.620524269
631	3.620486546
632	3.620393899
633	3.620336577
634	3.620286402
635	3.620177972
636	3.620066584
637	3.619863028
638	3.619768486
639	3.619689226
640	3.619521314
641	3.61941586
642	3.619303017
643	3.619184796
644	3.619106544
645	3.619016855
646	3.61893676
647	3.618841247
648	3.618794939
649	3.618609189
650	3.61853708
651	3.618461874
652	3.61828775
653	3.618175841
654	3.618070585
655	3.617964672
656	3.617874144
657	3.617788667
658	3.617638716
659	3.617570764
660	3.617331553
661	3.617183798
662	3.617112285
663	3.617008597
664	3.616905607
665	3.616805508
666	3.616672452
667	3.616611593
668	3.61651793
669	3.616351282
670	3.616329593
671	3.61627869
672	3.616199823
673	3.616103788
674	3.616028973
675	3.61595514
676	3.615914218
677	3.615867512
678	3.615781681
679	3.615645971
680	3.615502226
681	3.615425253
682	3.615314375
683	3.615263106
684	3.615073907
685	3.614999128
686	3.614857371
687	3.614781743
688	3.614735029
689	3.614618529
690	3.61450128
691	3.614345722
692	3.614234722
693	3.614023664
694	3.613933282
695	3.613805365
696	3.613768224
697	3.613614219
698	3.61350348
699	3.61340637
700	3.613365835
701	3.613221657
702	3.613134959
703	3.613074134
704	3.612995395
705	3.612881792
706	3.612788486
707	3.612681618
708	3.612595034
709	3.612568943
710	3.612432602
711	3.612345582
712	3.612283464
713	3.612171907
714	3.612068068
715	3.611943893
716	3.611819651
717	3.611770052
718	3.611663994
719	3.61161827
720	3.611567137
721	3.611502145
722	3.611438759
723	3.611395571
724	3.611337227
725	3.611270865
726	3.611134061
727	3.611032699
728	3.610915003
729	3.610843716
730	3.61071606
731	3.610619911
732	3.610513852
733	3.610455395
734	3.610319367
735	3.610238898
736	3.610091742
737	3.609931144
738	3.609891329
739	3.609850258
740	3.609738814
741	3.609643932
742	3.609604317
743	3.609450621
744	3.609285278
745	3.609242621
746	3.609092666
747	3.608931822
748	3.608752484
749	3.608711417
750	3.608608968
751	3.608519892
752	3.608438565
753	3.608373358
754	3.608194206
755	3.608093994
756	3.608024802
757	3.607936047
758	3.607825161
759	3.60770719
760	3.607653755
761	3.607565446
762	3.607457291
763	3.607299849
764	3.607215064
765	3.607088471
766	3.60701383
767	3.606932391
768	3.606835309
769	3.606780269
770	3.60659294
771	3.606416065
772	3.60634609
773	3.606295333
774	3.606223615
775	3.60611372
776	3.606048291
777	3.606001259
778	3.60588667
779	3.605825175
780	3.605732964
781	3.605666936
782	3.605624326
783	3.605455215
784	3.605418782
785	3.605315185
786	3.605227898
787	3.605114595
788	3.604903943
789	3.604785837
790	3.604730059
791	3.604688053
792	3.604630955
793	3.604556176
794	3.604469982
795	3.604385232
796	3.604235691
797	3.604113718
798	3.604075946
799	3.604053254
800	3.603943052
801	3.603894024
802	3.60376599
803	3.603679599
804	3.603583829
805	3.603424683
806	3.603318138
807	3.603265777
808	3.603175794
809	3.603138975
810	3.60307675
811	3.603042859
812	3.60289065
813	3.602848046
814	3.602714329
815	3.602653665
816	3.602587941
817	3.602345525
818	3.602250011
819	3.602206733
820	3.602086884
821	3.601993234
822	3.601869805
823	3.601748465
824	3.601623538
825	3.601501886
826	3.601434367
827	3.60131686
828	3.601274968
829	3.601209282
830	3.601145806
831	3.601032057
832	3.600960313
833	3.600865435
834	3.60081199
835	3.600673996
836	3.600612081
837	3.600383131
838	3.600325902
839	3.600163925
840	3.600104139
841	3.599924274
842	3.599819565
843	3.59973909
844	3.599693988
845	3.599568999
846	3.599530487
847	3.599480932
848	3.599435102
849	3.599355212
850	3.599303626
851	3.599267743
852	3.599226383
853	3.599119921
854	3.59901679
855	3.598935884
856	3.598807015
857	3.598760562
858	3.598712557
859	3.598582563
860	3.598506919
861	3.598380991
862	3.598331008
863	3.598257618
864	3.598188658
865	3.598134047
866	3.598029013
867	3.597869502
868	3.597796568
869	3.597763953
870	3.597681856
871	3.597592752
872	3.597529446
873	3.597429715
874	3.597380735
875	3.597346623
876	3.597262218
877	3.597202143
878	3.597122348
879	3.597063901
880	3.596968639
881	3.596899732
882	3.596823132
883	3.596655595
884	3.596589853
885	3.596483051
886	3.596413877
887	3.596291259
888	3.596191303
889	3.596102535
890	3.596059199
891	3.59601683
892	3.595975411
893	3.595893131
894	3.595831186
895	3.595724688
896	3.595667705
897	3.595554574
898	3.59549619
899	3.595408478
900	3.595332365
901	3.595285604
902	3.595131677
903	3.595050486
904	3.594916186
905	3.594819784
906	3.594745385
907	3.594684637
908	3.594600058
909	3.594496415
910	3.594448792
911	3.594360814
912	3.594249908
913	3.594153254
914	3.59411453
915	3.594072405
916	3.593930937
917	3.593863462
918	3.59377514
919	3.59370928
920	3.593618591
921	3.593484258
922	3.593435755
923	3.5932804
924	3.593192664
925	3.593043838
926	3.592989488
927	3.592854753
928	3.592808194
929	3.592757743
930	3.592711052
931	3.592616657
932	3.592511684
933	3.59249409
934	3.592346784
935	3.592306655
936	3.592225647
937	3.592160466
938	3.592105622
939	3.592033165
940	3.591940585
941	3.591888421
942	3.591816833
943	3.591756961
944	3.591661004
945	3.591592188
946	3.591524469
947	3.591481431
948	3.591388615
949	3.591350442
950	3.591238624
951	3.591134968
952	3.591047876
953	3.590966036
954	3.590933891
955	3.590896783
956	3.590801788
957	3.590707033
958	3.59065258
959	3.590605532
960	3.590485521
961	3.590363964
962	3.590236646
963	3.590189731
964	3.590095985
965	3.589973252
966	3.589922027
967	3.589804761
968	3.589685545
969	3.589572099
970	3.589537749
971	3.589452332
972	3.589328658
973	3.589243365
974	3.589131705
975	3.588974943
976	3.588899369
977	3.588875156
978	3.588843197
979	3.588798508
980	3.588709514
981	3.58858336
982	3.588529817
983	3.588426524
984	3.588365459
985	3.588322154
986	3.588242352
987	3.588195841
988	3.588086125
989	3.587956387
990	3.587854193
991	3.587731592
992	3.587660391
993	3.587581027
994	3.587551549
995	3.587488815
996	3.587411764
997	3.587390191
998	3.587358326
999	3.587318033
1000	3.587243703
1001	3.587211311
1002	3.58716196
1003	3.587112295
1004	3.587067481
1005	3.587006603
1006	3.586855641
1007	3.586777405
1008	3.586683362
1009	3.586580729
1010	3.586492036
1011	3.586430677
1012	3.586263976
1013	3.586180885
1014	3.58611746
1015	3.58606673
1016	3.586035044
1017	3.585916802
1018	3.585902183
1019	3.585862596
1020	3.585820644
1021	3.585770172
1022	3.585718197
1023	3.585646899
1024	3.585620976
1025	3.585538147
1026	3.585416338
1027	3.585332718
1028	3.585311265
1029	3.585256331
1030	3.585184214
1031	3.585021983
1032	3.584916204
1033	3.584868385
1034	3.58478665
1035	3.584724007
1036	3.584692704
1037	3.584589485
1038	3.584431492
1039	3.584365234
1040	3.584286206
1041	3.584254944
1042	3.584181208
1043	3.584053179
1044	3.583994651
1045	3.583963348
1046	3.583913027
1047	3.583864217
1048	3.583782028
1049	3.583704004
1050	3.583568577
1051	3.583478655
1052	3.583401131
1053	3.583317203
1054	3.583171258
1055	3.58309486
1056	3.583061215
1057	3.58294694
1058	3.582903429
1059	3.582820182
1060	3.582790539
1061	3.582682731
1062	3.582608718
1063	3.582545085
1064	3.582407941
1065	3.58231438
1066	3.582267766
1067	3.582137235
1068	3.58201935
1069	3.58198349
1070	3.581906836
1071	3.581872936
1072	3.581767534
1073	3.58169718
1074	3.581613045
1075	3.581572792
1076	3.581524563
1077	3.581353763
1078	3.581305233
1079	3.581202418
1080	3.58106223
1081	3.580974731
1082	3.580932683
1083	3.580817473
1084	3.58077118
1085	3.580678771
1086	3.580620411
1087	3.580573874
1088	3.580523535
1089	3.580468488
1090	3.580431727
1091	3.580322757
1092	3.580267682
1093	3.580161814
1094	3.580113555
1095	3.580085942
1096	3.580049046
1097	3.580013142
1098	3.579983781
1099	3.579861753
1100	3.579796226
1101	3.579752039
1102	3.579713795
1103	3.579687193
1104	3.579658519
1105	3.579622889
1106	3.579574931
1107	3.579462613
1108	3.57942176
1109	3.579357072
1110	3.579279526
1111	3.579222498
1112	3.579189741
1113	3.579136093
1114	3.579103833
1115	3.579063841
1116	3.578956116
1117	3.578864956
1118	3.578769673
1119	3.578733591
1120	3.578655956
1121	3.578600126
1122	3.578548495
1123	3.57841361
1124	3.578326262
1125	3.578290135
1126	3.578220462
1127	3.578110487
1128	3.577980957
1129	3.577886596
1130	3.577774271
1131	3.577650415
1132	3.57754971
1133	3.577506664
1134	3.57742328
1135	3.577373425
1136	3.577316422
1137	3.577269766
1138	3.577214729
1139	3.577113239
1140	3.577053483
1141	3.576954169
1142	3.576908385
1143	3.576890408
1144	3.576787431
1145	3.576747415
1146	3.576714973
1147	3.576658796
1148	3.576605041
1149	3.576505256
1150	3.576411781
1151	3.576335387
1152	3.576259732
1153	3.576210307
1154	3.576056151
1155	3.576045089
1156	3.575948883
1157	3.575914903
1158	3.575880969
1159	3.575793817
1160	3.57574733
1161	3.575653806
1162	3.575599974
1163	3.575548937
1164	3.575511789
1165	3.575457936
1166	3.575413632
1167	3.575361041
1168	3.575200212
1169	3.575171737
1170	3.575079554
1171	3.575001631
1172	3.574955226
1173	3.574831402
1174	3.574716964
1175	3.574568474
1176	3.574525238
1177	3.574489381
1178	3.574425999
1179	3.574372503
1180	3.574327538
1181	3.574254261
1182	3.574166
1183	3.574140904
1184	3.574115958
1185	3.57405337
1186	3.57400323
1187	3.573957696
1188	3.573880062
1189	3.573831739
1190	3.573707444
1191	3.573694791
1192	3.573633121
1193	3.573574351
1194	3.573516527
1195	3.573475691
1196	3.57338641
1197	3.573296554
1198	3.573224697
1199	3.573151162
1200	3.573085625
1201	3.573011087
1202	3.572926674
1203	3.572875954
1204	3.572823027
1205	3.572761639
1206	3.572727761
1207	3.572643893
1208	3.572558693
1209	3.572464454
1210	3.572440398
1211	3.572417399
1212	3.572384006
1213	3.57229751
1214	3.572189467
1215	3.57216242
1216	3.572134325
1217	3.572067477
1218	3.572016634
1219	3.571989002
1220	3.571866939
1221	3.571784646
1222	3.571721889
1223	3.571678532
1224	3.571592493
1225	3.57157481
1226	3.571441967
1227	3.571381328
1228	3.571341576
1229	3.571252448
1230	3.571229073
1231	3.571154748
1232	3.571089024
1233	3.571061002
1234	3.571011009
1235	3.57091574
1236	3.570841615
1237	3.570798679
1238	3.57062518
1239	3.57052983
1240	3.570505121
1241	3.5704176
1242	3.570235084
1243	3.570120314
1244	3.570019565
1245	3.569971537
1246	3.569823581
1247	3.569750682
1248	3.569690964
1249	3.569566183
1250	3.569477208
1251	3.569436932
1252	3.569342359
1253	3.569256862
1254	3.569195828
1255	3.569159237
1256	3.569081825
1257	3.569000655
1258	3.568958463
1259	3.568862548
1260	3.56882029
1261	3.568783546
1262	3.568743269
1263	3.568636945
1264	3.568602721
1265	3.568587981
1266	3.568494631
1267	3.568406682
1268	3.568362457
1269	3.568300297
1270	3.568217339
1271	3.568153419
1272	3.568043448
1273	3.568024885
1274	3.567972973
1275	3.567946328
1276	3.567836922
1277	3.567744793
1278	3.56768896
1279	3.56764153
1280	3.567597389
1281	3.567518056
1282	3.567423163
1283	3.567337536
1284	3.567269431
1285	3.567190803
1286	3.567089199
1287	3.566947362
1288	3.566913409
1289	3.566825501
1290	3.566774746
1291	3.566709013
1292	3.566655972
1293	3.566442728
1294	3.566361083
1295	3.566285292
1296	3.566218377
1297	3.566190681
1298	3.566149516
1299	3.566081028
1300	3.565984885
1301	3.565940426
1302	3.565911672
1303	3.565875157
1304	3.565825728
1305	3.565794495
1306	3.56573833
1307	3.565673599
1308	3.56560944
1309	3.56558839
1310	3.565512869
1311	3.565464258
1312	3.565413182
1313	3.56530475
1314	3.565262612
1315	3.565214254
1316	3.565091887
1317	3.564970871
1318	3.564893141
1319	3.564849382
1320	3.564797588
1321	3.564750781
1322	3.56463676
1323	3.564609249
1324	3.564571322
1325	3.564488497
1326	3.564439396
1327	3.564367165
1328	3.564294303
1329	3.564251832
1330	3.564159624
1331	3.5640688
1332	3.564027208
1333	3.563982939
1334	3.563888479
1335	3.563848877
1336	3.563769343
1337	3.56372269
1338	3.563634648
1339	3.563565819
1340	3.563510824
1341	3.563473759
1342	3.563438318
1343	3.56329726
1344	3.563240959
1345	3.563103709
1346	3.563047414
1347	3.562999908
1348	3.56297718
1349	3.562926304
1350	3.562839646
1351	3.562753864
1352	3.562656531
1353	3.562613387
1354	3.562578697
1355	3.562504712
1356	3.562440034
1357	3.562384542
1358	3.562307576
1359	3.562271559
1360	3.562229573
1361	3.562204122
1362	3.562088211
1363	3.562037103
1364	3.562008801
1365	3.561980369
1366	3.561889262
1367	3.561835149
1368	3.561774609
1369	3.561694746
1370	3.561616886
1371	3.561545401
1372	3.561518929
1373	3.561446103
1374	3.561407547
1375	3.561348846
1376	3.561309167
1377	3.561269201
1378	3.561236916
1379	3.561107895
1380	3.561064512
1381	3.560991882
1382	3.560954434
1383	3.560912881
1384	3.560820719
1385	3.560748926
1386	3.560705518
1387	3.56063452
1388	3.560578723
1389	3.56055377
1390	3.560478618
1391	3.560413377
1392	3.560322345
1393	3.560198529
1394	3.560100387
1395	3.560051398
1396	3.559997657
1397	3.559915496
1398	3.559809174
1399	3.559774019
1400	3.559696946
1401	3.559620524
1402	3.559539273
1403	3.559384994
1404	3.559334835
1405	3.55923646
1406	3.559187889
1407	3.559155214
1408	3.559108918
1409	3.559064551
1410	3.55903734
1411	3.55900375
1412	3.558927273
1413	3.558883777
1414	3.558774364
1415	3.558705554
1416	3.558654925
1417	3.558626617
1418	3.558592745
1419	3.558561294
1420	3.558499802
1421	3.558354481
1422	3.558326135
1423	3.558286186
1424	3.558258632
1425	3.558198162
1426	3.558151694
1427	3.558015825
1428	3.557822672
1429	3.557782597
1430	3.557752903
1431	3.557660661
1432	3.557620438
1433	3.557493795
1434	3.557446289
1435	3.557369792
1436	3.557302073
1437	3.557262394
1438	3.557195128
1439	3.557156622
1440	3.557038239
1441	3.556986281
1442	3.556947896
1443	3.556888726
1444	3.556837411
1445	3.556773329
1446	3.556658868
1447	3.556597788
1448	3.556545598
1449	3.556454902
1450	3.556395132
1451	3.556357321
1452	3.556312682
1453	3.55623774
1454	3.556183381
1455	3.55615973
1456	3.556052004
1457	3.555963058
1458	3.555928159
1459	3.555872723
1460	3.555742589
1461	3.555708015
1462	3.555641579
1463	3.555526297
1464	3.55544244
1465	3.555417236
1466	3.555357408
1467	3.555323159
1468	3.55528188
1469	3.55524078
1470	3.555160594
1471	3.555029722
1472	3.554980319
1473	3.554917611
1474	3.554833563
1475	3.554744385
1476	3.554685543
1477	3.554634856
1478	3.554594611
1479	3.554519722
1480	3.554454248
1481	3.554410323
1482	3.55430789
1483	3.554268728
1484	3.554242327
1485	3.554177852
1486	3.554109672
1487	3.553996925
1488	3.553963992
1489	3.553934411
1490	3.553893111
1491	3.553856826
1492	3.553830007
1493	3.553734861
1494	3.553644025
1495	3.553614988
1496	3.553584069
1497	3.553556765
1498	3.553537099
1499	3.553471217
1500	3.553401664
1501	3.553319414
1502	3.553266059
1503	3.553124975
1504	3.553106355
1505	3.553081951
1506	3.552976509
1507	3.55292021
1508	3.552889385
1509	3.552844005
1510	3.552794168
1511	3.552774673
1512	3.552739532
1513	3.552695932
1514	3.55263035
1515	3.552591783
1516	3.552477809
1517	3.552442627
1518	3.552387834
1519	3.552369505
1520	3.552335904
1521	3.552267051
1522	3.552226921
1523	3.552192828
1524	3.552113657
1525	3.552036114
1526	3.551908354
1527	3.551819165
1528	3.551798108
1529	3.551760516
1530	3.551690637
1531	3.551592598
1532	3.551528681
1533	3.551441757
1534	3.551332582
1535	3.551210834
1536	3.551177641
1537	3.551105643
1538	3.551053229
1539	3.550994543
1540	3.550928681
1541	3.550894728
1542	3.550872273
1543	3.550836108
1544	3.550715285
1545	3.550653309
1546	3.550551024
1547	3.550482469
1548	3.550454246
1549	3.550380796
1550	3.550355561
1551	3.550285655
1552	3.550190984
1553	3.550010907
1554	3.549973365
1555	3.549929299
1556	3.549883258
1557	3.549828966
1558	3.549799533
1559	3.549708812
1560	3.549670403
1561	3.549628697
1562	3.549566301
1563	3.549537351
1564	3.549498977
1565	3.549452115
1566	3.549414625
1567	3.549393651
1568	3.549360824
1569	3.549310759
1570	3.549287101
1571	3.549204668
1572	3.549083816
1573	3.549047798
1574	3.549015122
1575	3.548979099
1576	3.548910746
1577	3.548833753
1578	3.548806309
1579	3.5487842
1580	3.548719367
1581	3.548652983
1582	3.548600174
1583	3.548488667
1584	3.548443941
1585	3.54834293
1586	3.548307267
1587	3.548263254
1588	3.548247697
1589	3.548186268
1590	3.548144224
1591	3.548060408
1592	3.548024142
1593	3.547982246
1594	3.547893915
1595	3.547837477
1596	3.547807545
1597	3.547778177
1598	3.54776359
1599	3.547653259
1600	3.547542596
1601	3.54752097
1602	3.547466772
1603	3.547426181
1604	3.547388559
1605	3.547339689
1606	3.547248347
1607	3.547198054
1608	3.547148933
1609	3.5471056
1610	3.54701399
1611	3.546992153
1612	3.546959116
1613	3.546873546
1614	3.546841768
1615	3.546781169
1616	3.546759229
1617	3.546697107
1618	3.546654927
1619	3.546623509
1620	3.546550191
1621	3.546517016
1622	3.546446338
1623	3.54637871
1624	3.546288842
1625	3.546235544
1626	3.546186448
1627	3.546145516
1628	3.546088799
1629	3.546025911
1630	3.545981984
1631	3.545923085
1632	3.545878532
1633	3.545848511
1634	3.545744167
1635	3.545654393
1636	3.545570045
1637	3.545503964
1638	3.54546714
1639	3.545341842
1640	3.545295008
1641	3.545243407
1642	3.545169067
1643	3.54513346
1644	3.545122357
1645	3.545096765
1646	3.545016098
1647	3.544963897
1648	3.544859783
1649	3.544772283
1650	3.544707218
1651	3.544676437
1652	3.544583133
1653	3.544510292
1654	3.544438045
1655	3.544365893
1656	3.544331119
1657	3.544280183
1658	3.544244431
1659	3.544163356
1660	3.54414695
1661	3.544094643
1662	3.544036146
1663	3.543989151
1664	3.543969184
