iter	RMSE
1665	3.543904021
1666	3.543888256
1667	3.54385235
1668	3.54377572
1669	3.54373993
1670	3.543640701
1671	3.543592801
1672	3.543558067
1673	3.543512213
1674	3.543403074
1675	3.543354208
1676	3.543254358
1677	3.543188607
1678	3.543145698
1679	3.543066406
1680	3.543003204
1681	3.542975062
1682	3.542949062
1683	3.54292227
1684	3.542879998
1685	3.542837003
1686	3.542757132
1687	3.542723655
1688	3.542706999
1689	3.542652469
1690	3.542612473
1691	3.542565655
1692	3.542540276
1693	3.542521798
1694	3.542442562
1695	3.542371013
1696	3.542349026
1697	3.542281663
1698	3.542214099
1699	3.542179395
1700	3.542104114
1701	3.542082134
1702	3.542012114
1703	3.541977312
1704	3.541817066
1705	3.541775715
1706	3.541646574
1707	3.541619945
1708	3.541578208
1709	3.54140439
1710	3.541371623
1711	3.54134253
1712	3.541298857
1713	3.541233649
1714	3.541114396
1715	3.541078225
1716	3.54097383
1717	3.540940625
1718	3.540900026
1719	3.540834529
1720	3.540772967
1721	3.540728294
1722	3.540620657
1723	3.540568954
1724	3.540535926
1725	3.540479051
1726	3.540440291
1727	3.540377178
1728	3.540309195
1729	3.54025997
1730	3.540209255
1731	3.540140457
1732	3.540029334
1733	3.540009351
1734	3.5399376
1735	3.539905779
1736	3.539846163
1737	3.539765502
1738	3.539715311
1739	3.53962899
1740	3.539607002
1741	3.539560241
1742	3.539494528
1743	3.539379186
1744	3.539274854
1745	3.539193605
1746	3.539095531
1747	3.53907293
1748	3.539019181
1749	3.538987177
1750	3.538857688
1751	3.538815775
1752	3.53878115
1753	3.538738614
1754	3.538689673
1755	3.538641425
1756	3.53859642
1757	3.538486059
1758	3.538417611
1759	3.538380348
1760	3.538299699
1761	3.53824983
1762	3.538191575
1763	3.538089898
1764	3.538015818
1765	3.537987579
1766	3.537879809
1767	3.537783488
1768	3.537684866
1769	3.537546618
1770	3.537519889
1771	3.537500168
1772	3.537461634
1773	3.537381194
1774	3.53725476
1775	3.537227673
1776	3.537197178
1777	3.537134605
1778	3.537081416
1779	3.537048535
1780	3.53702726
1781	3.536961357
1782	3.536905037
1783	3.536860997
1784	3.536771289
1785	3.536739687
1786	3.536685908
1787	3.536642766
1788	3.536597048
1789	3.536577154
1790	3.536540581
1791	3.536503094
1792	3.536407299
1793	3.536376608
1794	3.536265943
1795	3.536192903
1796	3.53616775
1797	3.536038207
1798	3.536011576
1799	3.535979734
1800	3.535923356
1801	3.535826298
1802	3.535776893
1803	3.535665821
1804	3.535547929
1805	3.53550774
1806	3.535443158
1807	3.53542364
1808	3.535376346
1809	3.535320256
1810	3.535209326
1811	3.535163569
1812	3.535131771
1813	3.535005753
1814	3.53493351
1815	3.534905857
1816	3.534877606
1817	3.534819845
1818	3.534763452
1819	3.534741727
1820	3.534693107
1821	3.534634067
1822	3.534502276
1823	3.534453368
1824	3.534407309
1825	3.534395219
1826	3.534332312
1827	3.534274245
1828	3.534201441
1829	3.534143519
1830	3.534129919
1831	3.53404421
1832	3.533970397
1833	3.533930362
1834	3.533897177
1835	3.533874755
1836	3.533844417
1837	3.533748116
1838	3.53369341
1839	3.533670443
1840	3.533617039
1841	3.533563806
1842	3.533524966
1843	3.533506026
1844	3.533403078
1845	3.533355349
1846	3.533292047
1847	3.533254754
1848	3.533216806
1849	3.53313825
1850	3.533087399
1851	3.533020508
1852	3.532951425
1853	3.532928053
1854	3.532808349
1855	3.532740879
1856	3.532690366
1857	3.532639455
1858	3.532594331
1859	3.53248344
1860	3.532463027
1861	3.532426568
1862	3.532395786
1863	3.532366683
1864	3.532267056
1865	3.532171116
1866	3.532141186
1867	3.532116505
1868	3.532076615
1869	3.53203577
1870	3.531997036
1871	3.531904645
1872	3.531848838
1873	3.531821496
1874	3.531770712
1875	3.531743208
1876	3.531704302
1877	3.531642897
1878	3.531554689
1879	3.531486956
1880	3.531459039
1881	3.531423915
1882	3.531375515
1883	3.531358937
1884	3.531281053
1885	3.531209326
1886	3.531153293
1887	3.531097364
1888	3.531043435
1889	3.531010596
1890	3.53087206
1891	3.530828487
1892	3.530783844
1893	3.530671004
1894	3.530605495
1895	3.530531277
1896	3.530507325
1897	3.530463241
1898	3.530404275
1899	3.530361134
1900	3.530289121
1901	3.530245369
1902	3.530198122
1903	3.530150675
1904	3.530086352
1905	3.529974608
1906	3.529873541
1907	3.529762716
1908	3.529722346
1909	3.529648443
1910	3.52962343
1911	3.529586945
1912	3.529535952
1913	3.529450604
1914	3.529402923
1915	3.529355464
1916	3.529291701
1917	3.529258957
1918	3.529213048
1919	3.529167586
1920	3.529074834
1921	3.529044756
1922	3.528949445
1923	3.528877412
1924	3.528791826
1925	3.528771938
1926	3.52871755
1927	3.528700457
1928	3.528645653
1929	3.528601091
1930	3.528530325
1931	3.528478276
1932	3.528450542
1933	3.528405465
1934	3.528351575
1935	3.528324405
1936	3.528262543
1937	3.528187622
1938	3.528145365
1939	3.528116055
1940	3.528088698
1941	3.528035917
1942	3.528005364
1943	3.527990056
1944	3.527929042
1945	3.527875047
1946	3.5278225
1947	3.527778693
1948	3.527716203
1949	3.527680639
1950	3.527567775
1951	3.527523451
1952	3.527469565
1953	3.52744215
1954	3.527382918
1955	3.52734551
1956	3.527310377
1957	3.527223984
1958	3.527158641
1959	3.527098388
1960	3.527076211
1961	3.527005209
1962	3.526937549
1963	3.526912721
1964	3.526863346
1965	3.526761633
1966	3.526714524
1967	3.526647123
1968	3.52662412
1969	3.526593012
1970	3.526472559
1971	3.526455664
1972	3.526395202
1973	3.526340404
1974	3.526288275
1975	3.526266753
1976	3.526230245
1977	3.52617162
1978	3.526127715
1979	3.526090345
1980	3.526009349
1981	3.525963412
1982	3.525892874
1983	3.525841567
1984	3.525796109
1985	3.52573337
1986	3.52565014
1987	3.525623231
1988	3.525569295
1989	3.525489783
1990	3.525421809
1991	3.525412386
1992	3.525375621
1993	3.525313437
1994	3.52527703
1995	3.525229902
1996	3.525187945
1997	3.525112147
1998	3.525082223
1999	3.525052959
